sentence	polarity	positive	neutral	negative
巨人對于他們是很切的，可是他很想念他的最初的小朋友，常常念誦他。 	 positive 	0.598444	0.24664664	0.15490942
他常說，「我怎樣的想看見他呢！」 	 neutral 	0.4774948	0.30812833	0.21437682
過了多年，巨人老了，漸漸的衰弱了。 	 negative 	0.423509	0.3976891	0.17880188
他不能同小孩子一同玩耍了。所以他坐在一個大長椅子上，看他們的游戲，讚美自己的園子。 	 neutral 	0.4774948	0.30812833	0.21437682
他說，「我有許多美麗的花，但小孩子們是花中的最美的花。」 	 positive 	0.598444	0.24664664	0.15490942
一個冬天的早晨，當他穿衣服的時候，他從窗戶往外看着。 	 neutral 	0.4774948	0.30812833	0.21437682
現在他不恨冬了因為知道這不過是春的睡眠，花正休息著罷了。 	 neutral 	0.4774948	0.30812833	0.21437682
忽然見，他驚詫的揉自己眼皘，望着外邊只顧獃看。 	 negative 	0.423509	0.3976891	0.17880188
那實在是個奇怪的景致。 	 negative 	0.423509	0.3976891	0.17880188
在那角上有一棵樹，結滿了可愛的白花。 	 positive 	0.598444	0.24664664	0.15490942
那樹的枝全成了金的，枝上長出了銀的果子；在那樹的底下，站立他那最可愛的小孩子。 	 positive 	0.598444	0.24664664	0.15490942
巨人喜極了，跑下樓梯，走出到了園中。 	 positive 	0.598444	0.24664664	0.15490942
他急忙的穿過草地，奔向小孩子那里。 	 negative 	0.423509	0.3976891	0.17880188
當他到了跟前的時候，他氣得滿面通紅，說道，「誰會敢把你傷害了？」 	 negative 	0.423509	0.3976891	0.17880188
因為小孩子的手掌上，有兩個釘子印；還有兩個釘子印在他的脚上。 	 neutral 	0.4774948	0.30812833	0.21437682
「誰會敢傷害你？」巨人喊着說，「告訴我，我拿了大刀去殺他。」 	 negative 	0.423509	0.3976891	0.17880188
「不，」小孩子答道，「這是愛的傷痕。」 	 negative 	0.423509	0.3976891	0.17880188
「你是誰？」巨人說道；他感到一種不思議的威嚴，遂在那孩子面前跪下了。 	 positive 	0.598444	0.24664664	0.15490942
小孩子對巨人微笑，同着他說，「你容我在你的園里玩，今天你要到我的園里去了，那就是樂國。」 	 positive 	0.598444	0.24664664	0.15490942
那天下午，小孩子們來的時候，他們看見巨人臥在那樹底下，死了，全身蓋滿了白色的花朶。 	 neutral 	0.4774948	0.30812833	0.21437682
忠实的朋友（1923） 	 positive 	0.598444	0.24664664	0.15490942
有一天，一只水老鼠，把头伸出在洞外。 	 negative 	0.423509	0.3976891	0.17880188
他有亮晶晶的眼睛，与硬直而灰色的胡子，而他的尾巴，又像一条长的黑橡皮。 	 neutral 	0.4774948	0.30812833	0.21437682
小鸭们正在池中游泳，好像一群的金丝雀；他们的母亲，生了纯白的羽毛和红的腿，正在试教他们如何把头攒在水中，把身子倒竖起来。 	 positive 	0.598444	0.24664664	0.15490942
“除非你们能够在水中倒竖，你们是不会得到社会上的好地位的”，伊不住的对他们说，一面做样子给他们看。 	 negative 	0.423509	0.3976891	0.17880188
但是小鸭们并不注意伊。 	 negative 	0.423509	0.3976891	0.17880188
他们是非常的幼稚，他们实还不知道社会上优越的地位是什么一回事。 	 negative 	0.423509	0.3976891	0.17880188
“是多么不孝顺的小孩们！”水老鼠说，“他们是只配沉没的！” 	 negative 	0.423509	0.3976891	0.17880188
“请你不必费心吧！”母鸭答道，“无论谁都有一个开端，做父母的只能忍耐些的。” 	 neutral 	0.4774948	0.30812833	0.21437682
“唉！我全不懂得父母的感情，”水老鼠说，“我并不是有家之人。 	 negative 	0.423509	0.3976891	0.17880188
实际上，我并没有结婚，我亦不要结婚。 	 neutral 	0.4774948	0.30812833	0.21437682
爱底本身固然很好，但是‘友谊’尤其是高尚。 	 positive 	0.598444	0.24664664	0.15490942
实在我再想不出世界上有什么事比忠实的友谊更加高尚而希罕的了。” 	 negative 	0.423509	0.3976891	0.17880188
“那么请问你，关于忠实的朋友的义务，你有什么理想呢？”一只停在柳枝上听到他们的谈话的绿的梅花雀问他。 	 neutral 	0.4774948	0.30812833	0.21437682
“对了，这正是我所要知道的。”母鸭说；伊就游到池底那一边，将头攒在水中倒竖起来，给他的小孩们一个很好的榜样。 	 positive 	0.598444	0.24664664	0.15490942
“那是多么愚笨的问题！”水老鼠说。 	 negative 	0.423509	0.3976891	0.17880188
“自然，我应该希望我忠实的朋友对我忠实。” 	 neutral 	0.4774948	0.30812833	0.21437682
“那么反过来你对他怎么样呢？”小鸟说。摇摇摆摆在小枝之上，拍拍他的小翼子。 	 neutral 	0.4774948	0.30812833	0.21437682
“我不懂你是什么意思”，水老鼠答。 	 negative 	0.423509	0.3976891	0.17880188
“关于这个题目，我讲给你一个故事听。”梅花雀说。 	 neutral 	0.4774948	0.30812833	0.21437682
“是讲到我的故事吗？”水老鼠问。 	 neutral 	0.4774948	0.30812833	0.21437682
“倘使这样，我愿意听，因为我十分喜欢寓言的。” 	 positive 	0.598444	0.24664664	0.15490942
“这很可以应用到你”，梅花雀答；于是他飞下来，停在河岸上，他就讲一个“忠实的朋友”的故事。 	 positive 	0.598444	0.24664664	0.15490942
“从前”，梅花雀说，“有一个诚实的小朋友叫汉士。” 	 neutral 	0.4774948	0.30812833	0.21437682
“他是很特殊的吗？”水老鼠问。 	 neutral 	0.4774948	0.30812833	0.21437682
“不，”梅花雀答，“我并不想他是特殊的。 	 neutral 	0.4774948	0.30812833	0.21437682
他住在一所小茅屋里，每天他在他的园子里作工。 	 neutral 	0.4774948	0.30812833	0.21437682
在近村没有一个花园有他这样可爱。 	 positive 	0.598444	0.24664664	0.15490942
剪边罗生在那里，连钱草与牧师袋草与法国仙女草都生在那里。 	 neutral 	0.4774948	0.30812833	0.21437682
又有紫罗兰，又有白的。漏斗花与女衣花，薄花与野紫苏，香莲花与鸢尾花，水仙花与丁香花，在他们适当的时序里先后含着怒苞，开着鲜花，一月月的过去，一种种的开遍来，所以在他的花园里，常有好花看，常有好香闻。 	 neutral 	0.4774948	0.30812833	0.21437682
小汉士有很多的朋友，但是最忠实的朋友，要算面粉厂监督太尔虎了。 	 negative 	0.423509	0.3976891	0.17880188
实际上，这富贵的面粉厂监督是那么的忠实，他到花园去，没有一次不溜过围墙，摘了大的花球，满把的草；假使在结果的季候，没有一次不摘了满篮的梅子和桑葚。 	 negative 	0.423509	0.3976891	0.17880188
“真的朋友什么东西都共产的”，面粉厂监督常常如此的说，于是小汉士点点头微笑，而且觉得交接了这样高尚理想的朋友很可以骄傲的。 	 positive 	0.598444	0.24664664	0.15490942
“有时候，邻人实在觉得有些奇怪，因为富贵的面粉厂监督，并没有给过小汉士一点东西作为报酬，虽则他有几百袋的面粉藏在厂里，和六匹生乳的牛，大群的长毛的绵羊；但是小汉士并没有想他这些东西，他觉得听听面粉厂监督常讲的关于真友谊的不自私的一些奇怪事情，已经够快活了。 	 negative 	0.423509	0.3976891	0.17880188
所以小汉士仅管在他的园子里在作工。 	 neutral 	0.4774948	0.30812833	0.21437682
当春天，夏天，秋天，他是十分的快活，但是冬天到了，他却是没有花或果挑到市上去，他于是大大的受饥与寒了，他常常没有吃了夜饭去上床，只吃了一点干梨或者坚果。 	 negative 	0.423509	0.3976891	0.17880188
在冬天，他并且觉得极端的寂寞，因那是面粉厂监督再不会来看他的了。 	 negative 	0.423509	0.3976891	0.17880188
“雪仅管下着，我去看小汉士是无益的”，面粉厂监督，常常和他的妻子说，“因为人们当困难的时候，只能让他一个人，拜访者不宜去烦扰他的。 	 negative 	0.423509	0.3976891	0.17880188
这些至少是我对于友谊之理想，而且我可以决定，我是不差的。 	 positive 	0.598444	0.24664664	0.15490942
所以我许得等到春天来后，那么我去拜访他，他也会给我满篮的莲馨花，并且使他是非常的高兴。” 	 positive 	0.598444	0.24664664	0.15490942
“你确是替人家想得很好”，他的妻子靠着火坐在安乐椅上答他，“确是想得很周到。 	 positive 	0.598444	0.24664664	0.15490942
这是很好的一种款待，来听你讲论友谊。我相信教士也不能和你一样，讲出这样美丽的事情，虽则他住在三层楼上，小指上带着一只金戒指。” 	 positive 	0.598444	0.24664664	0.15490942
“但我们叫小汉士上此地来，也不好吗？”面粉厂监督的小儿子说。 	 neutral 	0.4774948	0.30812833	0.21437682
“倘是穷汉士有什么困难，我可以给他一半的菜羹，而且我可以把白兔子给他玩。” 	 neutral 	0.4774948	0.30812833	0.21437682
“你是多么愚笨的小孩子”，面粉厂监督喊道；“我真不了解送你到学校去有什么用， 	 negative 	0.423509	0.3976891	0.17880188
也不是，倘使小汉士到此地来，看见我们暖的火，好的夜饭，大桶的红酒，他或许要妒忌起来了，妒忌是可怕的事，将毁坏无论谁的本性的。 	 negative 	0.423509	0.3976891	0.17880188
我决不许使汉士的本性毁坏。 	 negative 	0.423509	0.3976891	0.17880188
我是他最好的朋友，我将常常须留心着他，可以看得他不许受丝毫的引诱。 	 positive 	0.598444	0.24664664	0.15490942
况且，倘是汉士到此地来，他或许要赊欠我些面粉，而那种事情，我是不能做的。 	 negative 	0.423509	0.3976891	0.17880188
面粉是一件事，友谊又是一件事，他们是不能混扰的。  	 neutral 	0.4774948	0.30812833	0.21437682
为什么字的拼法是不同的呢？意思亦是各有所指呵！ 	 neutral 	0.4774948	0.30812833	0.21437682
这点道理，谁都知道的。” 	 neutral 	0.4774948	0.30812833	0.21437682
“你讲得真不差”。面粉厂监督的妻子说，伊自己酌了一大杯暖麦酒。 “我真果觉得很愚蠢。 	 negative 	0.423509	0.3976891	0.17880188
我此刻仿佛是在教堂里了。” 	 neutral 	0.4774948	0.30812833	0.21437682
“许多人做得很好”面粉厂监督回答，“但是没有几个人是讲得好的，那就可以见得讲谈是两者之中尤其难的，尤其精美的了。” 他一再讲，一面很严肃的望着他的小儿子，那小孩自己觉得十分羞耻，沉下头去，面孔很红，几乎要哭出来了。 	 negative 	0.423509	0.3976891	0.17880188
然而，他是那么幼稚，你定可以原谅他的。 	 negative 	0.423509	0.3976891	0.17880188
“这桩故事完了吗？”水老鼠问。 	 neutral 	0.4774948	0.30812833	0.21437682
“当然没有”，梅花雀回答，“那不过是一个开始呢！” 	 neutral 	0.4774948	0.30812833	0.21437682
“那么你也可算得悖时的了”，水老鼠说 	 negative 	0.423509	0.3976891	0.17880188
“现今无论那个善讲故事者，都从尾巴上讲起，再讲到头里来，于是在中间结束。  	 neutral 	0.4774948	0.30812833	0.21437682
那是新法子。 	 neutral 	0.4774948	0.30812833	0.21437682
。 我在别的日子，就听到这种辩法，从批评家这里。 这种批评家常常伴了青年人，绕了池边散步的。  	 neutral 	0.4774948	0.30812833	0.21437682
他讲起事情来很长，我决定他，他必定是不差的，因为他有绿的眼镜，和秃顶的头，并且每当青年多嘴时，他常常回答一个‘呸’字。  	 neutral 	0.4774948	0.30812833	0.21437682
但是请你再讲上去吧。 	 neutral 	0.4774948	0.30812833	0.21437682
我十分爱面粉厂监督。 	 positive 	0.598444	0.24664664	0.15490942
我有我各种很好的自己的见解，所以我们两者之间有很多的同情。” 	 neutral 	0.4774948	0.30812833	0.21437682
“是了”，梅花雀说，两只脚上上落落的跳了几跳，“冬天不久过去了，莲馨花开放了他们紫灰色的星形花，面粉厂监督，对他妻子说，他要去察看小汉士了。” 	neutral	0.4774948	0.30812833	0.21437682
“什么，你的心肠多么好呵！”他的妻子喊道“你是常常替别人着想的。 请不要忘记带大篮子去盛花。” 	 positive 	0.598444	0.24664664	0.15490942
“于是面粉厂监督用铁链缚好了风车的帆，手臂带了大篮走下小山去。” 	 neutral 	0.4774948	0.30812833	0.21437682
“早安！小汉士”面粉厂监督说。 	 neutral 	0.4774948	0.30812833	0.21437682
“早安！”汉士说，斜靠在他的铁链上，笑逐颜开。 	 positive 	0.598444	0.24664664	0.15490942
“你怎样过这个长冬的？” 面粉厂监督问。 	 neutral 	0.4774948	0.30812833	0.21437682
“呵，不错”，汉士说“你问得很好，确是很好。我还恐慌着有更难的日子，但是现在春天来了，我就很快乐了，我的花都开得很好呢？”" 	 positive 	0.598444	0.24664664	0.15490942
“当冬天的时光，我们都讲起你，汉士，”面粉厂监督说，“而且惊奇你怎样过了这个冬天的？” 	 neutral 	0.4774948	0.30812833	0.21437682
“那是你的好心”，汉士说；“我很有些担心你已经忘了我呢”！ 	 negative 	0.423509	0.3976891	0.17880188
“汉士我很惊奇你”，面粉厂监督说‘友谊，不是会忘掉的。 	 positive 	0.598444	0.24664664	0.15490942
讲到这些，真是很奇怪的事情，但我很怕你不会了解“生命的诗”吧！  	 negative 	0.423509	0.3976891	0.17880188
你的莲馨花多么可爱呵！ 	 positive 	0.598444	0.24664664	0.15490942
“那确是可爱”，汉士说“我有这么许多，我终算是幸气的一回事。 	 positive 	0.598444	0.24664664	0.15490942
我行将拿了些到市里去卖给市长的女儿，用了这笔钱买回我的小车来。” 	 neutral 	0.4774948	0.30812833	0.21437682
“买回你的小车吗？ 	 neutral 	0.4774948	0.30812833	0.21437682
你的意思不是说已经卖了这个吗？那是做得多愚笨的事！” 	 negative 	0.423509	0.3976891	0.17880188
“是呵！事实如此’，汉士说“我不得不如此。  	 neutral 	0.4774948	0.30812833	0.21437682
你晓得冬天是非常坏的季侯，我没有钱买面包。 	 negative 	0.423509	0.3976891	0.17880188
所以我先卖星期日着的外套的银纽扣，第二次卖了我银链，第三次卖了大笛，最后卖了我的小车。 	 neutral 	0.4774948	0.30812833	0.21437682
但是现在我想都仍旧买回来。” 	 neutral 	0.4774948	0.30812833	0.21437682
“汉士”，面粉厂监督说“我可以送你小车。 	 neutral 	0.4774948	0.30812833	0.21437682
小车修补的不很好，实际上一边是没有过的，车轮亦不大好，但虽这样，我可以给你的。我晓得这是我的大量，而大多数的人会想我极端的愚笨，但我不爱世界之别的人。 我想‘大量’是友谊之特徽。况且我自己已有一个新小车。 是了，你可以放心，我会给你小车的。” 	 negative 	0.423509	0.3976891	0.17880188
“呵！真的，那是你的大量”，小汉士说，于是他的圆而有趣的面孔快活的发红了。  	 positive 	0.598444	0.24664664	0.15490942
“我很容易把他修好来，因为我有木板在房子内。” 	 neutral 	0.4774948	0.30812833	0.21437682
“木板”！面粉厂监督说“怎的！这真是我仓库屋顶上要用的。 我那边有很大的一个洞，倘是我不补好来，那么仓里的谷都要受潮了。 	 negative 	0.423509	0.3976891	0.17880188
 	 negative 	0.423509	0.3976891	0.17880188
这是很可奇异的，一个人的好行为常常生出别个好行为来。 	 positive 	0.598444	0.24664664	0.15490942
我就要给你小车，你现在可给我木板罢！ 	 neutral 	0.4774948	0.30812833	0.21437682
自然，小车比木板贵得多，但是友谊不计较这些事的。  	 negative 	0.423509	0.3976891	0.17880188
请你立刻拿给我，我日内就可以去做这件事。” 	 neutral 	0.4774948	0.30812833	0.21437682
“很不错”，小汉士说道，他就跑进草棚里，拖出木板来。 	 neutral 	0.4774948	0.30812833	0.21437682
“这不是很大的木板”，面粉厂监督看看说，“我恐怕我修了谷仓顶之后，没有留给你补小车了；但是，自然，那不是我的不好。 	 negative 	0.423509	0.3976891	0.17880188
而且现在，我就将给你小车，我决定你愿意给我些花作报酬。 	 neutral 	0.4774948	0.30812833	0.21437682
此处是一只花篮，请你留心着盛得满满的。” 	 positive 	0.598444	0.24664664	0.15490942
“盛得满满吗？”小汉士说，很是忧愁，因为花篮确是很大，他知道倘使盛满来，他就没有花拿到市上去，那么他就难得买回他的银纽扣来了。 	 negative 	0.423509	0.3976891	0.17880188
“呵！是的！”面粉厂监督说“因为我要给你小车，所以我想要你一些花，不算过分的。  	 neutral 	0.4774948	0.30812833	0.21437682
我或许是错的，但是我想：友谊，真的友谊，是不带各种的自私的。” 	 neutral 	0.4774948	0.30812833	0.21437682
“我的亲爱的朋友，我的最好的朋友”，小汉士喊道：“你喜欢我园中所有的花。  	 positive 	0.598444	0.24664664	0.15490942
我无论何日愿意依从你的意见，甚于我赎回银纽扣；”于是他就跑去摘了所有的美丽的莲馨花，装满了面粉厂监督的花篮。 	 neutral 	0.4774948	0.30812833	0.21437682
“再见，小汉士”，面粉厂监督说，于是他背了木板在肩上，带了花篮在臂上，上那小山去了。 	 neutral 	0.4774948	0.30812833	0.21437682
“再见！”小汉士说，于是他又很快活的掘土去，他对于小车是十分的欢喜呢。 	 positive 	0.598444	0.24664664	0.15490942
“第二天，他正捆些‘忍冬’（一种植物）放到走廊，听着路上面粉厂监督叫他的声音。 	 neutral 	0.4774948	0.30812833	0.21437682
他就跳下梯子，跑到园中，去细看墙边。  	 neutral 	0.4774948	0.30812833	0.21437682
“那边面粉厂监督正背了一大袋的面粉在背上。 	 neutral 	0.4774948	0.30812833	0.21437682
“亲爱的小汉士”面粉厂监督说，“你可愿意替我背这袋面粉到市上去吗？” 	 neutral 	0.4774948	0.30812833	0.21437682
“呵！我很抱歉，”汉士说“但我今天实在是很忙。  	 negative 	0.423509	0.3976891	0.17880188
我不得不将我的所有蔓草捆起来，将所有的花都灌水，将所有的草都卷起来。” 	 neutral 	0.4774948	0.30812833	0.21437682
“唉，那不错”，面粉厂监督说“我想：我将给你小车，你拒绝我，不太友谊吧。” 	 positive 	0.598444	0.24664664	0.15490942
“哦，不要这样说”，小汉士喊道，“我对全世界无论谁，不至于不友谊的”，于是他就丢了他的帽子，肩了大袋的面粉大踏步的去了。 	 negative 	0.423509	0.3976891	0.17880188
天气很热，尘灰满途，汉士走不到六里路，十分疲倦，只能坐下来休息。  	 negative 	0.423509	0.3976891	0.17880188
然而他勇敢进行，终于到了市集。  	 positive 	0.598444	0.24664664	0.15490942
他在那里等了些时，他以很好的价格把一袋面粉卖出了，于是他立刻回来，因为他恐怕回来太迟，路上或许要遇着强盗。 	 negative 	0.423509	0.3976891	0.17880188
“这确是一天疲劳的日子了”，小汉士上床去的时候，自己这么想，“但我没有拒绝面粉厂监督，我是很快活的。 因为面粉厂监督是我最好的朋友，并且他要给我小车的。” 	 negative 	0.423509	0.3976891	0.17880188
第二天很早的早晨，面粉厂监督来拿一袋面粉的钱了，小汉士因为很疲倦，所以还睡在床上。 	 negative 	0.423509	0.3976891	0.17880188
“在我看来”，面粉厂监督说“你是很懒惰。  	 negative 	0.423509	0.3976891	0.17880188
真的，想想我将给你小车，我想你作工更要勤力了。懒惰是很大的罪恶，我确是不喜欢我无论那朋友懒惰或是迂缓的。  	 negative 	0.423509	0.3976891	0.17880188
你必定没有留心我明明白白对你讲的话。  	 negative 	0.423509	0.3976891	0.17880188
自然，倘使我不是你的朋友，我决不会想到这样做的。  	 neutral 	0.4774948	0.30812833	0.21437682
但是倘使一个人不能爽爽快快对症发药的说，那么友谊这有什么用呢？ 	 negative 	0.423509	0.3976891	0.17880188
谁都能讲些可爱的事和娱乐谄媚的话，但是真的朋友常常是讲不中听的事，并不戒忌是会给人以苦痛。  	 negative 	0.423509	0.3976891	0.17880188
实际上，倘使他是真的朋友，他宁愿这样办，因为他知道这么做去是好的。” 	 neutral 	0.4774948	0.30812833	0.21437682
“我很是抱歉，”小汉士擦擦他的眼睛，扯去他的睡帽说，“但我是那样疲倦，所以我再想睡一忽以听听鸟的歌声。你不知我听到鸟的歌声之后，我做工作起来更加好呢？” 	 negative 	0.423509	0.3976891	0.17880188
“不错，我很愿意你这样，”面粉厂监督拍拍小汉士的背说：“因为我要你穿好了衣服，就到我的厂里来，为我补去修补谷仓顶。” 	 positive 	0.598444	0.24664664	0.15490942
可怜的小汉士渴想去到花园里工作，因为他的花已两天不灌水了；但他不敢拒绝面粉厂监督，为了面粉厂监督是他的好朋友。 	 negative 	0.423509	0.3976891	0.17880188
“倘是我说很忙，你以为我是不友谊吗”？他用惊恐而畏缩的声音问。 	 negative 	0.423509	0.3976891	0.17880188
“那，不错，”面粉厂监督说“我并不以为这是过分的要求你，你想想我的给你小车，但是自然，倘使你拒绝我，我自己会去做的”。 	 neutral 	0.4774948	0.30812833	0.21437682
“呵！决不。”小汉士喊道；于是跳出床来，穿好衣服，走到谷仓去。 	 neutral 	0.4774948	0.30812833	0.21437682
他在那里整天的工作，直到日落，日落之后， 面粉厂监督才来看他工作做得怎样了。 	 neutral 	0.4774948	0.30812833	0.21437682
“你已补了谷仓顶上的洞吗？小汉士”，面粉厂监督用快活声音问。 	 neutral 	0.4774948	0.30812833	0.21437682
“这是早就补好了，”小汉士回答，就跑下楼梯来。 	 neutral 	0.4774948	0.30812833	0.21437682
“唉！”买奶粉厂监督说“天下再没有比别人工作更快乐的了”。 	 positive 	0.598444	0.24664664	0.15490942
“这确是很有权利来听你的谈话，”小汉士回答，坐下来摩挲他的前额，“是很大的权利呵！ 	 positive 	0.598444	0.24664664	0.15490942
但我恐怕将不能有美丽的理想和你一样。” 	 negative 	0.423509	0.3976891	0.17880188
“呵！那是可以有的，”面粉厂监督说。“但是你必定要忍受更多的苦痛。  	 negative 	0.423509	0.3976891	0.17880188
现在你不过实行了一点友谊；过了些时，你亦会得到他的理论了。” 	 neutral 	0.4774948	0.30812833	0.21437682
“你真果想得我将这样吗？”小汉士问。 	 neutral 	0.4774948	0.30812833	0.21437682
“我于此毫不疑心，”面粉厂监督说“但是你现在已经补好了屋顶，你还是回家去休息吧，因为明天我还要你赶一群羊上山去呢！” 	 neutral 	0.4774948	0.30812833	0.21437682
“可怜的小汉士不敢说什么，第二天的早晨，面粉厂监督已带了一群羊绕转他的草屋，于是汉士就带了羊上山去。  	 negative 	0.423509	0.3976891	0.17880188
他来来去去费了一天的光阴，他回来之后，十分疲倦，他就靠在靠椅打盹，直到天公大白才醒来。 	 negative 	0.423509	0.3976891	0.17880188
 	 negative 	0.423509	0.3976891	0.17880188
但这样那样，他终不能看守他的花，因为他的朋友面粉厂监督时常来缠绕着他，而且远远的差遣他，或若要他在面粉厂里帮忙。  	 negative 	0.423509	0.3976891	0.17880188
小汉士有时候很是悲痛，因为他常常恐怕他的花儿们以为他已经忘了他们呢。 但是他回想起面粉厂监督是他的好朋友，他就安慰了。  	 negative 	0.423509	0.3976891	0.17880188
“况且”，他常常说“他将给我小车，而那种事纯粹是大量的事。” 	 neutral 	0.4774948	0.30812833	0.21437682
“所以小汉士仅管为面粉厂监督做过去，而面粉厂监督讲各种关于友谊的美丽的事给他听，小汉士听了，就摘在记笔记簿上，在夜间重复讲讲，因为他是很好的学者呵。” 	 negative 	0.423509	0.3976891	0.17880188
现在，有一天的晚上，小汉士正坐在炉边。门上发出很重的打击声。  	 negative 	0.423509	0.3976891	0.17880188
这正是无边的夜里，狂风怒号于户外，所以他起初以为是风暴。  	 negative 	0.423509	0.3976891	0.17880188
但是第二个打击又来了。继之以第三声。响得更加厉害。 	 negative 	0.423509	0.3976891	0.17880188
“这是些可怜的旅行者吧，”小汉士说，于是他就去开门。 	 negative 	0.423509	0.3976891	0.17880188
那边面粉厂监督正一手拿了一只灯一手拿了一根棒站着。 	 neutral 	0.4774948	0.30812833	0.21437682
“亲爱的小汉士，”面粉厂监督喊道“我遇着大大的厄运了。  	 negative 	0.423509	0.3976891	0.17880188
我的小儿子从楼梯上跌下来跌伤了，我要请医生去。 	 negative 	0.423509	0.3976891	0.17880188
但他住得这么远，又是这样不好的晚间，又刚好碰到我，倘是你肯代我去一趟，那可好得多呢！ 	 negative 	0.423509	0.3976891	0.17880188
你晓得我要给你小车；所以你要替我作些事做报酬，这是唯一的事了。” 	 neutral 	0.4774948	0.30812833	0.21437682
“真的，”小汉士说，“我很愿意做了这件事以酬答你未来的厚意，我就立刻出发了。  	 positive 	0.598444	0.24664664	0.15490942
但你必须借给我你的灯，因为天是非常的黑，我恐怕倒在沟渠里。” 	 negative 	0.423509	0.3976891	0.17880188
“我很是抱歉，”面粉厂监督说“但这是我的新灯，倘使碰着意外，这是我很大的损失！” 	 negative 	0.423509	0.3976891	0.17880188
“是了，不必费心了，我就没有灯也罢，”小汉士说，于是他就取了大的皮外套，和他的红布暖帽，颈上又包了围巾，出发去了。 	 neutral 	0.4774948	0.30812833	0.21437682
那是何等厉害的大风暴，天黑得非常厉害，甚至于路也难得辨出来，风又是这般的强烈，使人站也站不稳呢！然而，他是很勇敢，走了三小时，走到了医生之家，于是敲他们的门。 	 negative 	0.423509	0.3976891	0.17880188
“有谁？”医生头探出寝窗来说。 	 neutral 	0.4774948	0.30812833	0.21437682
“医生先生！是小汉士”。 	 neutral 	0.4774948	0.30812833	0.21437682
“你干什么？小汉士？” 	 neutral 	0.4774948	0.30812833	0.21437682
“面粉厂监督的儿子从楼梯上跌下里，跌伤了，面粉厂监督要请你立刻去。” 	 negative 	0.423509	0.3976891	0.17880188
“知道了，”医生说，于是他就命驾好他的马，穿好他的大靴子，和拿好他的灯笼，走下楼来，就一直朝着面粉厂监督的房子的方向去了。小汉士蹒跚着跟在他后面。 	 neutral 	0.4774948	0.30812833	0.21437682
但是风暴愈作愈厉害了，雨如急流一般冲下来，小汉士看不出走向那里，或者跟着马走不会。  	 negative 	0.423509	0.3976891	0.17880188
终于他迷了路，撞进灌木丛中；那是很危险的地方，有好几个深洞，而可怜的小汉士竟在那里沉没了。  	 negative 	0.423509	0.3976891	0.17880188
他的尸体第二天被牧羊人找到在一个大池里，被他们带回到草屋里来。 	 neutral 	0.4774948	0.30812833	0.21437682
无论谁都去参与小汉士的葬礼，因为他是很著名的，而面粉厂监督要算主要的悲哀者了。 	 negative 	0.423509	0.3976891	0.17880188
“因为我是他最好的朋友，我应该在最好的地位的，”所以他穿了黑外套一直走在行列之先，而且不时用他的大手帕拭拭他的眼泪。 	 positive 	0.598444	0.24664664	0.15490942
当葬礼已经过了，他们都很安乐的坐在旅馆里，喝着香的酒与吃着甜的饼。 有一位铁匠说“小汉士的死，确是随便那个人的大损失呵！” 	 negative 	0.423509	0.3976891	0.17880188
于是面粉厂监督答道“无论怎样，是我的大损失；我已好好的要给他小车，现在我真不知道如何处理这个小车。  	 negative 	0.423509	0.3976891	0.17880188
我在家里很多这些小车，而这小车是修得很不好，我即使卖掉他也没有什么可得。 	 negative 	0.423509	0.3976891	0.17880188
我还是决计不要再把什么东西给别人吧。 	 neutral 	0.4774948	0.30812833	0.21437682
一个人常常是为着大量而受苦痛的。” 	 negative 	0.423509	0.3976891	0.17880188
“好了吗？”水老鼠过了许多时候说。 	 neutral 	0.4774948	0.30812833	0.21437682
“是了，那是完了，”梅花雀说。 	 positive 	0.598444	0.24664664	0.15490942
“但是面粉厂监督后来怎么样呢？” 水老鼠问。 	 negative 	0.423509	0.3976891	0.17880188
“呵！那我真的不知道了，”梅花雀回答，“而且我可决定我并不留心这些。” 	 negative 	0.423509	0.3976891	0.17880188
“这是很明白了，你的心里，没有对他表示同情，”水老鼠说。 	 negative 	0.423509	0.3976891	0.17880188
“我恐怕你没有十分明白这故事之中的教训呢。”梅花雀严重的说。 	 negative 	0.423509	0.3976891	0.17880188
“什么？”水老鼠尖声的说。 	 negative 	0.423509	0.3976891	0.17880188
“教训”。 	 neutral 	0.4774948	0.30812833	0.21437682
“你的意思不是说故事有教训吗？” 	 negative 	0.423509	0.3976891	0.17880188
“当然的。”梅花雀说。 	 neutral 	0.4774948	0.30812833	0.21437682
“好，真的”水老鼠很发怒似的说“我想你应该在讲故事之前，先告诉我。  	 negative 	0.423509	0.3976891	0.17880188
倘是你告诉我，我绝不会来听你；实在我要和批评家一样要说一个‘呸！’字呢！  	 negative 	0.423509	0.3976891	0.17880188
然而，我现在能够说的；”所以他用尖尖的声音喊出了“呸！”的声音，又用他的尾巴拂了一拂，就钻进他的洞里去了。 	 neutral 	0.4774948	0.30812833	0.21437682
“你怎么样爱那水老鼠呢？”母鸭在水里划了几秒钟之后说。 	 neutral 	0.4774948	0.30812833	0.21437682
“他有很多的好的意见，但在我自己，我是有母性的感情的，我不能看了固定的鳏夫，而不出相当的眼泪。” 	 negative 	0.423509	0.3976891	0.17880188
“我却是恐怕我已扰了他，”梅花雀说， 	 negative 	0.423509	0.3976891	0.17880188
