sentence	polarity	positive	neutral	negative
“医生说：‘很好，’他便叫人备马，又穿好靴子，拿了灯笼，走下楼来，骑着马，朝着磨面师家的方向走去，小汉斯跟在马后。 	 neutral 	0.28543296	0.4668489	0.2477181
“可是风暴越来越厉害，雨下得像河流一样，小汉斯看不清路，也赶不上马了。 	 negative 	0.1501622	0.34323427	0.50660354
后来他迷了道，就在一片沼地上面转来转去，那是一块很危险的地方，因为到处都是很深的洞穴，可怜的小汉斯就在这儿淹死了。 	 negative 	0.1501622	0.34323427	0.50660354
第二天他的尸首被几个牧羊人找着了，正浮在一个大池塘的水面上，他们把他抬回他茅屋里去。 	 negative 	0.1501622	0.34323427	0.50660354
“小汉斯下葬时，大家都去参加，因为他平日很得人心，丧主便是磨面师。 	 positive 	0.22095513	0.3493732	0.4296717
“磨面师说：‘我既然是他最好的朋友，那么理应由我占最好的地位，’所以他便走在行列的最前头，穿着一件黑色长袍，时时用一块大的手帕揩眼睛。 	 neutral 	0.28543296	0.4668489	0.2477181
“葬礼完毕，送葬的人全都舒舒服服地坐在客栈里面，喝香料酒，吃甜点心，那时铁匠忽然说：‘小汉斯的死的确对每个人都是一个大损失。’ 	 neutral 	0.28543296	0.4668489	0.2477181
“磨面师答道：‘无论如何对我是个大损失，我差不多已经把我的小车给他了，我现在真不知道拿它来做什么好。 	 negative 	0.1501622	0.34323427	0.50660354
它放在我家里对我很不方便，它破烂得没有办法，我又不能拿它卖钱。 	 negative 	0.1501622	0.34323427	0.50660354
我以后一定要当心不再把任何东西送人。 	 neutral 	0.28543296	0.4668489	0.2477181
一个人常常要吃慷慨的亏。’” 	 negative 	0.1501622	0.34323427	0.50660354
“又怎样呢？”河鼠过了好一忽儿才说道。 	 neutral 	0.28543296	0.4668489	0.2477181
“怎样，我的故事讲完啦，”梅花雀说。 	 neutral 	0.28543296	0.4668489	0.2477181
“可是磨面师的结果怎样呢？”河鼠问道。 	 neutral 	0.28543296	0.4668489	0.2477181
“啊！老实说我并不知道，”梅花雀答道；“我相信我不会关心这个。” 	 neutral 	0.28543296	0.4668489	0.2477181
“显然你天性里面并没有同情，”河鼠说。 	 neutral 	0.28543296	0.4668489	0.2477181
“我害怕你还不大明白这个故事里面含的教训，”梅花雀说。 	 negative 	0.1501622	0.34323427	0.50660354
“你说什么？”河鼠嚷道。 	 neutral 	0.28543296	0.4668489	0.2477181
“教训。” 	 neutral 	0.28543296	0.4668489	0.2477181
“你是说这个故事有一种教训吗？” 	 neutral 	0.28543296	0.4668489	0.2477181
“当然啊，”梅花雀说。 	 neutral 	0.28543296	0.4668489	0.2477181
“好吧，”河鼠很生气地说，“我觉得你讲故事以前，就应当先告诉我那个。 	 neutral 	0.28543296	0.4668489	0.2477181
要是你那样做了，我一定不会听你的；说实在话，我应当像那位批评家一样说一声‘呸。’ 	 negative 	0.1501622	0.34323427	0.50660354
不过我现在还可以说；”所以他拼命地叫出了一声“呸，”又拿尾巴扫了一下，便回到他的洞里去了。 	 neutral 	0.28543296	0.4668489	0.2477181
“你喜不喜欢河鼠？”过了几分钟母鸭拿脚拍着水浮上水面来了，她向梅花雀问道。 	 neutral 	0.28543296	0.4668489	0.2477181
“他有很多的优点，不过拿我来说，我有着一般的母亲的情感，我每次看着一个决心不结婚的人，总要掉眼泪的。” 	 negative 	0.1501622	0.34323427	0.50660354
“我害怕我把他得罪了，”梅花雀说。 	 negative 	0.1501622	0.34323427	0.50660354
“因为我对他讲了一个带教训的故事。” 	 neutral 	0.28543296	0.4668489	0.2477181
“啊哟！这倒常常是一件很危险的事，”母鸭说。 	 negative 	0.1501622	0.34323427	0.50660354
我完全同意她的话。 	 positive 	0.22095513	0.3493732	0.4296717
了不起的火箭（1948） 	 positive 	0.22095513	0.3493732	0.4296717
国王的儿子要结婚了，国内准备着普遍的庆祝， 	 neutral 	0.28543296	0.4668489	0.2477181
王子等他的新娘整整等了一年，后来她毕竟来了。 	 neutral 	0.28543296	0.4668489	0.2477181
她是一个俄国公主，坐着六匹驯鹿拉的雪车从芬兰一路赶来的。 	 neutral 	0.28543296	0.4668489	0.2477181
雪车的形状很像一只金色大天鹅。小公主就坐在天鹅的两只翅膀中间。 	 neutral 	0.28543296	0.4668489	0.2477181
她那件银鼠皮的长外套一直盖到她的脚，她头上戴了一顶银杏小帽，她的脸色苍白得就像她平时住着的雪宫的颜色。 	 neutral 	0.28543296	0.4668489	0.2477181
她是那么苍白，所以她的雪车经过街中时，百姓们全都感到惊奇。 	 negative 	0.1501622	0.34323427	0.50660354
“她像一朵白蔷薇！”他们嚷到，他们从露台上朝着她丢下花来。 	 neutral 	0.28543296	0.4668489	0.2477181
王子在宫城门口等着迎接她。 	 neutral 	0.28543296	0.4668489	0.2477181
他有一对爱梦想的青紫色眼睛，和纯金般的头发。 	 positive 	0.22095513	0.3493732	0.4296717
他看见她来 ，便跪下一只腿，吻她的手。 	 neutral 	0.28543296	0.4668489	0.2477181
“你的照相很美，”他喃喃地说，“可是你本人比照相还要美；”小公主脸红起来。 	 positive 	0.22095513	0.3493732	0.4296717
“她先前像一朵白蔷薇，可是现在她却像一朵红蔷薇了，”一个年青的侍童对他的朋友说，整个宫里的人听见了都很高兴。 	 positive 	0.22095513	0.3493732	0.4296717
这以后的三天里面人人都说着，“白蔷薇，红蔷薇，红蔷薇，白蔷薇；”国王便下令把那侍童的薪金增加一倍。 	 positive 	0.22095513	0.3493732	0.4296717
其实那个侍童根本就没有薪金，加薪的命令对他并没有什么用处，不过这是一种大的光荣，并且照例地在“宫报”上公布了。 	 positive 	0.22095513	0.3493732	0.4296717
这三天过后，婚礼便举行了。 	 neutral 	0.28543296	0.4668489	0.2477181
这是一个盛大的仪式，一对新人在一副绣着小珍珠的紫天鹅绒华盖下面手拉手地走着。 	 neutral 	0.28543296	0.4668489	0.2477181
随后又举行国宴，一共继续了五点钟。 	 neutral 	0.28543296	0.4668489	0.2477181
王子同公主坐在大殿的首位，用一个透明的水晶杯子喝酒。 	 neutral 	0.28543296	0.4668489	0.2477181
据说只有真诚的爱人才能够用这个杯子喝酒，要是虚假的爱情的嘴唇一挨到杯子，杯子马上就会变成灰暗无光而混浊了。 	 negative 	0.1501622	0.34323427	0.50660354
“很显然他们互相爱着，就跟水晶一样地清楚！”那个小侍童又说，国王第二次下令给他加薪。 	 positive 	0.22095513	0.3493732	0.4296717
“多大的光荣啊！”朝臣们全这样地嚷着。 	 positive 	0.22095513	0.3493732	0.4296717
大宴后又举行跳舞会。 	 neutral 	0.28543296	0.4668489	0.2477181
新娘和新郎应当一块儿跳蔷薇舞，国王答应吹笛子， 	 neutral 	0.28543296	0.4668489	0.2477181
他吹得很坏，可是没有人敢当面对他说，因为他是国王。 	 negative 	0.1501622	0.34323427	0.50660354
事实上他只知道两个调子，并且他从来就不能确定他吹的是哪一个调子，可是这也没有什么关系，因为不管他吹什么，大家都一样高声叫起来： 	 neutral 	0.28543296	0.4668489	0.2477181
“好极了！好极了！” 	 positive 	0.22095513	0.3493732	0.4296717
秩序单上最后一个节目是大放烟火，燃放的时间规定在当天的午夜。 	 neutral 	0.28543296	0.4668489	0.2477181
小公主一辈子没有见过烟火，因此国王便下令在她结婚那一天要皇家花炮手到场伺候。 	 neutral 	0.28543296	0.4668489	0.2477181
“烟火是什么样子？”小公主有天早晨在露台上闲步时，这样问过王子。 	 neutral 	0.28543296	0.4668489	0.2477181
“它们就像北极光，”国王说，他素来喜欢插嘴替别人回答问话，“不过它们更自然得多。 	 positive 	0.22095513	0.3493732	0.4296717
拿我自己来说，我就喜欢它们，不喜欢星星，因为你永远知道它们什么时候要出现，它们跟我自己吹笛子一样地有趣味。 	 positive 	0.22095513	0.3493732	0.4296717
你一定得看看它们。” 	 neutral 	0.28543296	0.4668489	0.2477181
在御花园的尽头已经搭起了一个大的台子，等着皇家花炮手把一切安排好了以后，烟火们就交谈起来。 	 neutral 	0.28543296	0.4668489	0.2477181
“世界的确很美，”一个小爆竹大声说。 	 positive 	0.22095513	0.3493732	0.4296717
“你只看看那些黄色的郁金香， 	 neutral 	0.28543296	0.4668489	0.2477181
嘿！ 	 positive 	0.22095513	0.3493732	0.4296717
假使它们是真的炮仗，它们也不会比现在更好看的。 	 negative 	0.1501622	0.34323427	0.50660354
我很高兴我旅行过了。 	 positive 	0.22095513	0.3493732	0.4296717
旅行很能增长见识，并且除去一个人的一切成见。” 	 positive 	0.22095513	0.3493732	0.4296717
“国王的花园并不是世界啊，你这傻爆竹，”一个大的罗马话筒说；“世界是个很大的地方，你要看遍世界，得花个三天功夫。” 	 negative 	0.1501622	0.34323427	0.50660354
“不论什么地方，只要你爱它，它就是你的世界，”一个多思虑的转轮炮嚷道，她年青时候恋着一个老的杉木匣子，常以她的失恋自夸；“可是爱情已不再是时髦的了，它已经被诗人们杀死了。 	 negative 	0.1501622	0.34323427	0.50660354
他们写了那么多谈爱情的东西，所以弄得没有人相信了，我觉得这是毫不足怪的。 	 negative 	0.1501622	0.34323427	0.50660354
真的爱情是痛苦的，而且还是沉默的。 	 negative 	0.1501622	0.34323427	0.50660354
我记得我自己从前——可是现在没有什么关系了。 	 neutral 	0.28543296	0.4668489	0.2477181
浪漫史是过时的东西了。” 	 negative 	0.1501622	0.34323427	0.50660354
“胡说！”罗马花筒说，“浪漫史永不会死的。 	 negative 	0.1501622	0.34323427	0.50660354
它就跟月亮一样，永远活着。 	 neutral 	0.28543296	0.4668489	0.2477181
例如，新娘和新郎就是那么热烈地互相爱着。 	 neutral 	0.28543296	0.4668489	0.2477181
今早晨有个棕色纸做的火药桶把他们的事详细地对我说了，他知道最近的宫庭新闻，凑巧他跟我同住在一个抽屉里头。” 	 neutral 	0.28543296	0.4668489	0.2477181
可是转轮炮摇着头， 	 neutral 	0.28543296	0.4668489	0.2477181
喃喃说：“浪漫史已经死了，浪漫史已经死了，浪漫史已经死了。” 	 negative 	0.1501622	0.34323427	0.50660354
她是这样一种人，她认为，要是你把一件事翻来覆去地说了许多次，到头来假的事情也会变成真的了。 	 neutral 	0.28543296	0.4668489	0.2477181
突然听见一声尖的干咳，他们全都掉头四顾。 	 negative 	0.1501622	0.34323427	0.50660354
咳嗽的是一个高高的，样子傲慢的火箭，他绑在一根长棍子的头上。 	 negative 	0.1501622	0.34323427	0.50660354
他每次要说话，总得先咳一两声嗽，来引起人们注意。 	 negative 	0.1501622	0.34323427	0.50660354
“啊哼！啊哼！”他说，大家都侧耳静听着，只有那可怜的转轮炮仍旧摇着她的头喃喃说：“浪漫史已经死了。” 	 negative 	0.1501622	0.34323427	0.50660354
“守秩序！守秩序！”一个炮仗叫起来。 	 positive 	0.22095513	0.3493732	0.4296717
他是政客一流的人物在地方选举里面他总是很出风头，所以他会使用议会的习用语。 	 positive 	0.22095513	0.3493732	0.4296717
“死定了，”转轮炮低声说，她睡去了。 	 negative 	0.1501622	0.34323427	0.50660354
等着四周完全静下来时，火箭又第三次咳嗽而且说话了。 	 negative 	0.1501622	0.34323427	0.50660354
他说话声音很慢，而且很清楚，好像他在讲他的记录让人抄写似的，他从不正眼看听话的人， 	 negative 	0.1501622	0.34323427	0.50660354
的确他有一副堂堂的仪表。 	 neutral 	0.28543296	0.4668489	0.2477181
“国王的儿子运气多好，”他说，“他的婚期会定在我燃放的那天。 	 positive 	0.22095513	0.3493732	0.4296717
真的，即或这是预先安排好了的，对他也不能够再有更好的结果了；不过王子们总是很幸运的。” 	 positive 	0.22095513	0.3493732	0.4296717
“啊，奇怪！”小爆竹说，“我的想法完全相反，我以为我们是燃放来恭贺王子的。” 	 negative 	0.1501622	0.34323427	0.50660354
“对你们也许是这样，”他答道，“的确我相信是这样，可是对我情形就两样了， 	 neutral 	0.28543296	0.4668489	0.2477181
我是一个很了不起的火箭，我出身在一个了不起的人家。 	 positive 	0.22095513	0.3493732	0.4296717
我母亲是她那时代最著名的轮转炮，她跳舞的优美很出名。 	 positive 	0.22095513	0.3493732	0.4296717
每当她公开登场的时候，她总要旋转十九次才出去。每转一次她就要抛出七颗粉红色的星在空中。 	 neutral 	0.28543296	0.4668489	0.2477181
她的直径有三英尺半，她是用最好的火药做成的。 	 neutral 	0.28543296	0.4668489	0.2477181
我的父亲跟我一样是个火箭，他生在法国。 	 neutral 	0.28543296	0.4668489	0.2477181
他飞得那么高，人都以为他不会再下来了。 	 negative 	0.1501622	0.34323427	0.50660354
然而他还是下来了，因为他心地很好，并且他变作一阵金雨非常光辉堂皇地落下来。 	 positive 	0.22095513	0.3493732	0.4296717
报纸上用了很恭维的字句记载他的表演。 	 neutral 	0.28543296	0.4668489	0.2477181
的确，“宫报”上称他为化炮术的一大成功。” 	 positive 	0.22095513	0.3493732	0.4296717
“花炮，你是说花炮吧，”旁边一个蓝色火焰说；“我知道是花炮，因为我看见我自己的匣子上写得有这样的字。” 	 neutral 	0.28543296	0.4668489	0.2477181
“唔，我说‘化炮，’”火箭用了最庄严的声调说，蓝色烟火觉得自己给这火箭压倒了，心里不舒服，马上就去欺负旁边那些小爆竹，为的表示他仍旧是一个有点重要的人。 	 negative 	0.1501622	0.34323427	0.50660354
“我在说，”火箭继续说下去，“我在说——我在说什么呢？” 	 neutral 	0.28543296	0.4668489	0.2477181
“你在讲你自己，”罗马花筒答道。 	 neutral 	0.28543296	0.4668489	0.2477181
“不错；我知道我正在讨论一个有趣味的题目就被人很无礼地打岔了。 	 negative 	0.1501622	0.34323427	0.50660354
我讨厌一切粗鲁无礼的举动，因为我非常敏感。 	 negative 	0.1501622	0.34323427	0.50660354
全世界上没有一个人像我这样敏感的，我十分相信。” 	 positive 	0.22095513	0.3493732	0.4296717
“什么是一个敏感的人？”炮仗问罗马花筒道。 	 neutral 	0.28543296	0.4668489	0.2477181
“一个人因为他自己有鸡眼，就老是去踏别人的脚指头，这就是一个敏感的人，”罗马花筒低声答道；炮仗差不多要笑破肚子了。 	 negative 	0.1501622	0.34323427	0.50660354
“请问你们笑什么？”火箭问道；“我并不在笑。” 	 neutral 	0.28543296	0.4668489	0.2477181
“我笑，因为我高兴，”炮仗答道。 	 positive 	0.22095513	0.3493732	0.4296717
“这个理由太自私了，”火箭生气地说。 	 negative 	0.1501622	0.34323427	0.50660354
“你有什么权利要高兴？ 	 neutral 	0.28543296	0.4668489	0.2477181
你得想到别人。 	 neutral 	0.28543296	0.4668489	0.2477181
事实上你得想到我。 	 neutral 	0.28543296	0.4668489	0.2477181
我常常想到我自己，我希望每个别的人都想到我。 	 neutral 	0.28543296	0.4668489	0.2477181
这就是所谓同情。 	 neutral 	0.28543296	0.4668489	0.2477181
这是一个美丽的德行，我倒有着很多很多。 	 positive 	0.22095513	0.3493732	0.4296717
譬如，假设今晚上我出了什么事，那么对每个人都会是多大的不幸！ 	 negative 	0.1501622	0.34323427	0.50660354
王子和公主永远不会再高兴了，他们整个的结婚生活给毁坏了；至于国王呢，我知道他不会忘情这椿事。 	 negative 	0.1501622	0.34323427	0.50660354
真的，我一想起我自己地位的重要来，我差不多感动得流眼泪了。” 	 positive 	0.22095513	0.3493732	0.4296717
“要是你想使别人快乐。 	 positive 	0.22095513	0.3493732	0.4296717
你最好不流眼泪弄湿你的身子，”罗马花筒大声说。 	 negative 	0.1501622	0.34323427	0.50660354
“的确，”蓝色烟火现在兴致好多了，他接嘴嚷道：“这只是极普通的常识。” 	 positive 	0.22095513	0.3493732	0.4296717
“不错，常识！”火箭愤怒地说；“你忘了我是很不寻常，很了不起的。 	 negative 	0.1501622	0.34323427	0.50660354
唔，不论谁，只要是没有想象力的人，就可以有常识。 	 neutral 	0.28543296	0.4668489	0.2477181
可是我有想象力，因为我从不照着事物的真相去想他们；我老是把它们当作完全不同的东西来想。 	 neutral 	0.28543296	0.4668489	0.2477181
至于说不要流眼泪，很明显，这里没有一个人能够欣赏多情善感的天性的。 	 negative 	0.1501622	0.34323427	0.50660354
幸而我自己并不介意。 	 neutral 	0.28543296	0.4668489	0.2477181
只有想着任何人都比我差得很远，只有靠着这个念头，一个人才能够活下去，我平日培养的就是这样一种感觉。 	 positive 	0.22095513	0.3493732	0.4296717
你们全都是没有心肠的。 	 negative 	0.1501622	0.34323427	0.50660354
你只顾在笑，开玩笑，好像王子同公主刚才并没有结婚似的。” 	 negative 	0.1501622	0.34323427	0.50660354
“嗯，不错，”一个小火球嚷道，“为什么不可以呢？这是椿大喜事，我飞到天空里时，我要把这一切对星星详说。 	 positive 	0.22095513	0.3493732	0.4296717
等我跟他们讲起那位美丽的公主时，你会看见他们闪眼睛。” 	 positive 	0.22095513	0.3493732	0.4296717
“啊！多么平凡的人生观！”火箭说；“不过这并不出我所料。 	 negative 	0.1501622	0.34323427	0.50660354
你心里什么都没有；你是空空洞洞的。 	 negative 	0.1501622	0.34323427	0.50660354
就说，也许王子同公主会住在一个有河的地方，那是一条很深的河，也许他们会有一个独子，那个小孩就跟王子一样有一头金发和一对青紫色的眼睛；也许有一天他会跟他保姆一块儿出去散步；也许保姆会在一棵大的接骨木树下睡着了，也许小孩会跌进那条深的河里去淹死了。 	 neutral 	0.28543296	0.4668489	0.2477181
多么可怕的灾祸！ 	 negative 	0.1501622	0.34323427	0.50660354
可怜的人，他们要失掉他们的独子了！ 	 negative 	0.1501622	0.34323427	0.50660354
的确太骇人了！ 	 negative 	0.1501622	0.34323427	0.50660354
我永远忘不了它。” 	 neutral 	0.28543296	0.4668489	0.2477181
“可是他们并没有失掉他们的独子呢，”罗马花筒说；“他们根本就没有遇到什么灾祸。” 	 negative 	0.1501622	0.34323427	0.50660354
“我并没有说他们已经失掉他们的独子，”火箭答道；“我说他们也许会失掉的。 	 neutral 	0.28543296	0.4668489	0.2477181
要是他们已经失掉了他们的独子，那么还用得着我来多讲。 	 negative 	0.1501622	0.34323427	0.50660354
我就恨那班事后追悔的人。 	 negative 	0.1501622	0.34323427	0.50660354
可是一想到他们会失掉他们的独子时，我就非常难过。” 	 negative 	0.1501622	0.34323427	0.50660354
“虚伪 ？你的确是的！”蓝色烟火大声说。 	 negative 	0.1501622	0.34323427	0.50660354
“你实在是我所见过的最虚伪的人。” 	 negative 	0.1501622	0.34323427	0.50660354
“你是我所见过的最无礼的人，”火箭说；“你不能了解我跟王子的友情。” 	 negative 	0.1501622	0.34323427	0.50660354
“唔？你连他都不认识呢，”罗马花筒吼叫道。 	 negative 	0.1501622	0.34323427	0.50660354
“我从没有说过我认识他，”火箭回答道。 	 neutral 	0.28543296	0.4668489	0.2477181
“我敢说，要是我认识他，我连他的朋友也不会做。 	 negative 	0.1501622	0.34323427	0.50660354
要认识自己的朋友，那是一件很危险的事。” 	 negative 	0.1501622	0.34323427	0.50660354
“的确你还是不要流眼泪好，”火球说， 	 negative 	0.1501622	0.34323427	0.50660354
“这倒是要紧的事。” 	 neutral 	0.28543296	0.4668489	0.2477181
“我相信，对你倒是很要紧的，”火箭答道，“但是我要哭就哭，”他真的流出了眼泪来，泪水像雨点似的流下他的棍子，两个小甲虫正打算一块儿安家，要找一块干燥的地方住进去，差一点儿被这泪水淹死了。 	 negative 	0.1501622	0.34323427	0.50660354
“他一定有个真正浪漫的天性，”转轮炮说，“因为并没有一点值得哭的事情，他会哭得那么伤心。”她发出一声长叹，又想起了杉木匣子来了。 	 negative 	0.1501622	0.34323427	0.50660354
可是罗马花筒和蓝色烟火非常不高兴，他们不停地大声叫着：“欺骗！欺骗！” 	 negative 	0.1501622	0.34323427	0.50660354
他们素来是很实际的，无论什么，只要是他们不赞成的，他们就说是“欺骗。” 	 negative 	0.1501622	0.34323427	0.50660354
明月像一面很出色的银盾似地升了起来，星星开始闪光，从宫中传出乐声。 	 positive 	0.22095513	0.3493732	0.4296717
王子同公主这对新人开舞。 	 neutral 	0.28543296	0.4668489	0.2477181
他们跳得非常美，连那些亭亭玉立的白莲花也靠窗偷看他们的舞姿，大朵的红罂粟花不住地点着他们的头，敲着拍子。 	 positive 	0.22095513	0.3493732	0.4296717
十点钟敲了，十一点钟敲了，现在敲十二点钟，十二点的最后一下刚敲过，所有的人都走出露台上来，国王便找人叫来皇家花炮手。 	 neutral 	0.28543296	0.4668489	0.2477181
“放烟火吧，”国王吩咐道；皇家花炮手深深地一鞠躬，便走下露台，到花园的尽头去。 	 positive 	0.22095513	0.3493732	0.4296717
他带了六个随从人员，每人拿着一根竹竿，竿头绑了一段点燃的火把。 	 neutral 	0.28543296	0.4668489	0.2477181
这的确是一个奇观。 	 negative 	0.1501622	0.34323427	0.50660354
呼呼！呼呼！转轮炮走了，她一路旋转着。 	 neutral 	0.28543296	0.4668489	0.2477181
轰隆！轰隆！罗马花筒走了。 	 positive 	0.22095513	0.3493732	0.4296717
过后爆竹们到处跳舞，蓝色烟火使得每样东西都带着深红色。 	 neutral 	0.28543296	0.4668489	0.2477181
“再见，”火球嚷着就飞向天空去，撒下不少蓝色小火星来。 	 neutral 	0.28543296	0.4668489	0.2477181
砰！砰！炮仗们响应道，他们非常快活。 	 positive 	0.22095513	0.3493732	0.4296717
每个都很成功，就除了那个了不起的火箭。 	 positive 	0.22095513	0.3493732	0.4296717
他哭得一身都湿透了，他完全不能燃放了。 	 negative 	0.1501622	0.34323427	0.50660354
他身上最好的东西便是火药，火药被眼泪浸湿，哪里还有什么用处。 	 negative 	0.1501622	0.34323427	0.50660354
所有他的穷亲戚们，他平日间不屑对他们讲话，偶尔讲一两句话总要带一声冷笑，现在他们都飞上天空去了，就像一些开放火花的出奇的金花。 	 negative 	0.1501622	0.34323427	0.50660354
“好呀！好呀！”宫里的人全叫起来；小公主高兴地笑了。 	 positive 	0.22095513	0.3493732	0.4296717
“我想，他们一定把我留着等将来有什么大典的时候用，”火箭说；“一定就是这个意思，”他做出比以前更傲慢的样子。 	 neutral 	0.28543296	0.4668489	0.2477181
第二天工友们来收拾园子。 	 neutral 	0.28543296	0.4668489	0.2477181
“这明明是个代表团，”火箭说；“我要相当的威严地接见他们，”所以他摆出昂然得意的神气，庄严地皱起眉头来，好像在思索某一个很重要的问题。 	 positive 	0.22095513	0.3493732	0.4296717
可是他们一点也不注意他。 	 negative 	0.1501622	0.34323427	0.50660354
他们正要走开，忽然其中一个人瞥见了他。 	 neutral 	0.28543296	0.4668489	0.2477181
“喂，”那人大声说，“一个多么坏的火箭！”便把他丢到墙外，落进阴沟里去了。 	 negative 	0.1501622	0.34323427	0.50660354
“坏火箭；坏火箭？”他在空中旋转翻过墙头时他一面自言自语；“不可能！大火箭，那个人是这样说的。 	 negative 	0.1501622	0.34323427	0.50660354
‘坏’和‘大，’说起来声音简直是一样，的确常常是一样的；”他落进烂泥里去了。 	 negative 	0.1501622	0.34323427	0.50660354
“这儿并不舒服，”他说，“不过这一定是个什么时髦的矿泉浴场，他们送我来休养，让我恢复健康的。 	 negative 	0.1501622	0.34323427	0.50660354
我的神经的确很受了扰乱，我需要着休息。” 	 negative 	0.1501622	0.34323427	0.50660354
随后一只小蛙（他有一对嵌宝石的发光的眼睛和一件绿色斑点的上衣，）向着这火箭泅水过来了。 	 neutral 	0.28543296	0.4668489	0.2477181
“原来是个新来的！”蛙说。 	 neutral 	0.28543296	0.4668489	0.2477181
“啊，毕竟再找不出像烂泥那样好的东西。 	 negative 	0.1501622	0.34323427	0.50660354
我只要落雨天和一条沟，我就很幸福了。 	 positive 	0.22095513	0.3493732	0.4296717
你看下午会落雨吗？ 	 neutral 	0.28543296	0.4668489	0.2477181
我倒真希望落雨，可是天空很蓝，一片云也没有。 	 negative 	0.1501622	0.34323427	0.50660354
多可惜！” 	 negative 	0.1501622	0.34323427	0.50660354
“啊哼！啊哼！”火箭说，他也咳起嗽来。 	 neutral 	0.28543296	0.4668489	0.2477181
“你的声音多有趣！”蛙大声说。 	 positive 	0.22095513	0.3493732	0.4296717
“真的它很像蛙叫，蛙叫自然是全世界中最富音乐性的声音。 	 positive 	0.22095513	0.3493732	0.4296717
今晚上我们有个合唱会，你可以听听。 	 neutral 	0.28543296	0.4668489	0.2477181
我们在农人家旁边那个老鸭池里面，等月亮一升起来，我们就开始， 	 neutral 	0.28543296	0.4668489	0.2477181
这实在好听极了，每个人都睁着眼躺在床上听我们， 	 positive 	0.22095513	0.3493732	0.4296717
事实上我昨天还听见农人妻子对她母亲说，她因为我们的缘故，夜里一点儿也睡不好觉。 	 negative 	0.1501622	0.34323427	0.50660354
看见自己这么受人欢迎，的确是一件最快活的事。” 	 positive 	0.22095513	0.3493732	0.4296717
“啊哼！啊哼；”火箭生气地说。 	 negative 	0.1501622	0.34323427	0.50660354
他看见自己连一句话也插不进去，非常不高兴。 	 negative 	0.1501622	0.34323427	0.50660354
“的确，有趣的声音，”蛙继续说；“我希望你会到鸭池那边来。 	 positive 	0.22095513	0.3493732	0.4296717
我现在去找我的女儿。 	 neutral 	0.28543296	0.4668489	0.2477181
我有六个美丽的女儿，我很怕梭鱼会碰到她们。 	 negative 	0.1501622	0.34323427	0.50660354
他真是个怪物，他会毫不迟疑地拿她们当早饭吃。 	 negative 	0.1501622	0.34323427	0.50660354
好吧，再见；说真话，我们这番谈话使我满意极了。” 	 positive 	0.22095513	0.3493732	0.4296717
“谈话，不错！”火箭说。 	 positive 	0.22095513	0.3493732	0.4296717
“完全是你一个人在讲话。 	 neutral 	0.28543296	0.4668489	0.2477181
这并不是谈话。” 	 neutral 	0.28543296	0.4668489	0.2477181
“总得有人听，”蛙说，“我就喜欢我自己一个人讲话。 	 positive 	0.22095513	0.3493732	0.4296717
这即省时间，并且免掉争论。” 	 neutral 	0.28543296	0.4668489	0.2477181
“可是我喜欢争论，”火箭说。 	 neutral 	0.28543296	0.4668489	0.2477181
“我不希望这样，”蛙恳切地说。 	 negative 	0.1501622	0.34323427	0.50660354
“争论太粗俗了，因为在好的社会里，大家的意见都是一样的， 	 negative 	0.1501622	0.34323427	0.50660354
再说一次，再见吧；我看见我的女儿们在远处了；”小蛙便泅着水走开了。 	 neutral 	0.28543296	0.4668489	0.2477181
“你是个很讨厌的人，”火箭说，“教养很差。 	 negative 	0.1501622	0.34323427	0.50660354
我就恨你们这一类人；像我这样，人家明明想讲讲自己，你却喋喋不休地拼命讲你的事。 	 negative 	0.1501622	0.34323427	0.50660354
这就是我所谓的自私，自私是叫人讨厌的，尤其是对于像我这样的人，因为我是以富有同情心出名的。 	 negative 	0.1501622	0.34323427	0.50660354
事实上你应当取法于我，你的确不能再找一个更好的榜样了。 	 negative 	0.1501622	0.34323427	0.50660354
你既然有这个机会，就得好好地利用它，因为我差一点儿马上就要回到宫里去了。 	 positive 	0.22095513	0.3493732	0.4296717
我是宫里很得宠的人；事实上，昨天王子和公主就为了祝贺我而举行婚礼。 	 positive 	0.22095513	0.3493732	0.4296717
自然你对这些事一点儿也不会知道，因为你是一个乡下人。” 	 negative 	0.1501622	0.34323427	0.50660354
“你跟他讲话，没有什么好处，”一只蜻蜓接嘴说，他正坐在一株大的棕色菖蒲的顶上；“完全没有好处，因为它已经走开了。” 	 negative 	0.1501622	0.34323427	0.50660354
“那么这是他的损失，并不是我的，”火箭答道。 	 negative 	0.1501622	0.34323427	0.50660354
“我并不单单因为他不注意听我就不跟他讲下去。 	 negative 	0.1501622	0.34323427	0.50660354
我喜欢听我自己讲话。 	 positive 	0.22095513	0.3493732	0.4296717
这是我一个最大的快乐。 	 positive 	0.22095513	0.3493732	0.4296717
我常常独自一个讲很久的话，我太聪明啦，有时候我讲的话我自己一句也不懂。” 	 negative 	0.1501622	0.34323427	0.50660354
“那么你的确应当去讲哲学，”蜻蜓说；他展开一对可爱的纱翼飞到天空里去了。 	 neutral 	0.28543296	0.4668489	0.2477181
“他不留在这儿多傻！”火箭说。 	 negative 	0.1501622	0.34323427	0.50660354
“我相信他并不常有这种进修的机会。 	 neutral 	0.28543296	0.4668489	0.2477181
不过我倒一点儿也不在乎。 	 negative 	0.1501622	0.34323427	0.50660354
